418,3314,970,3418,472,3914,1302,4293,1680,3351,1763,3425,1700,850,2501,4337,2633,1100,2861,4321,2760,445,1852,1146,3365,2495,584,3359
0.343,-30.0,-0.064,0.748,-30.0,0.27,-0.277,0.102,0.048,-0.069,-30.0,0.159,-0.113,0.117,0.063,-0.353,0.121,0.025,-0.047,-0.304,0.057,0.549,-30.0,-0.228,-30.0,0.159,0.159,-0.074
0.188,-0.043,-30.0,0.048,0.268,0.088,0.068,-0.081,0.197,0.066,-30.0,-0.045,0.19,0.037,-0.139,-0.081,-30.0,0.056,-0.34,-0.119,-30.0,0.117,-0.091,0.153,-0.181,0.113,0.153,0.099
0.291,-30.0,-0.19,0.718,-30.0,0.032,-0.325,-30.0,-0.139,0.057,-30.0,0.319,-0.122,-0.045,-0.226,0.111,0.006,-0.157,-0.083,0.344,-0.111,0.334,-0.232,0.01,-30.0,-0.301,-0.074,-0.078
0.323,-0.081,-0.007,-30.0,-30.0,0.143,-30.0,-30.0,0.354,0.141,-30.0,-30.0,-30.0,-0.178,0.153,0.077,0.295,0.135,-0.009,0.235,-30.0,0.352,-0.316,0.109,-0.081,0.02,-0.182,0.031
0.425,-0.072,-0.121,-0.18,0.146,-0.163,-0.276,-0.562,0.305,-0.025,-30.0,-0.171,0.162,0.13,0.302,-0.506,-30.0,0.288,0.312,-0.503,-30.0,-0.022,0.378,-0.505,-0.183,0.491,0.221,0.049
0.139,-0.027,-0.575,-0.073,0.153,-0.043,0.161,0.038,0.109,0.709,-30.0,-0.075,0.098,-0.007,-0.027,0.004,-30.0,0.227,-0.024,0.034,-30.0,0.053,-0.034,-0.319,-0.227,0.044,-0.01,-0.229
0.136,-0.14,-0.387,0.026,0.054,0.488,-0.185,0.151,0.034,-0.11,-0.095,0.116,-0.015,-0.056,-0.202,0.009,-0.001,-0.072,-0.028,0.109,-0.048,0.114,0.014,-0.031,-0.111,-0.054,0.051,-0.067
0.003,0.004,-0.058,0.31,0.232,0.128,-0.036,-0.029,0.156,0.063,-30.0,0.241,0.088,0.004,-0.056,-0.04,-30.0,-0.101,-0.108,0.072,-30.0,-0.01,-0.063,0.131,-0.028,-0.001,0.035,0.057
0.108,0.015,-0.373,0.083,0.113,0.028,0.074,-0.04,0.295,0.106,-30.0,0.088,-30.0,0.011,0.025,0.008,-30.0,-0.111,0.003,-0.002,-30.0,0.013,-0.134,-0.049,-0.143,0.04,0.053,0.184
0.3,-30.0,-0.075,-30.0,-30.0,-0.052,-0.107,-0.052,-0.055,0.135,-30.0,0.146,-0.026,0.0,-0.044,-0.002,-30.0,-0.087,-0.227,0.071,-30.0,0.364,-30.0,0.153,-30.0,-0.048,-0.054,0.026
0.267,-30.0,-0.147,0.458,-30.0,-0.042,-0.165,-0.109,0.023,0.051,0.23,0.118,-0.024,0.026,0.114,-0.117,-0.021,-0.117,-0.249,-0.024,-0.067,0.275,-0.149,0.113,0.164,0.121,-0.059,-0.074
0.288,-0.005,-0.271,-0.069,0.368,-0.106,-0.111,-0.023,0.035,-0.126,-30.0,0.03,0.062,0.005,-0.246,0.076,-30.0,-0.077,0.155,0.013,-30.0,0.289,-0.116,-0.292,-0.301,-0.004,0.093,-0.03
0.061,-0.02,-0.188,0.102,0.043,0.056,0.119,0.006,0.006,0.034,-30.0,0.023,0.245,-0.099,0.001,-0.007,-30.0,0.077,0.11,-0.066,-30.0,0.057,-0.129,0.011,-0.087,-0.009,-0.1,0.151
0.322,-0.133,-0.025,0.229,0.473,0.17,0.012,0.062,0.118,-0.062,-30.0,0.21,0.309,-0.218,0.003,-0.088,-30.0,0.06,0.044,0.009,-30.0,0.335,-0.061,0.05,-0.115,0.046,-0.087,-0.021
0.548,-0.062,-0.142,0.09,0.392,0.326,-0.088,-30.0,0.288,-0.002,-30.0,0.048,-30.0,-0.079,0.298,0.041,-30.0,0.151,-0.164,-0.263,-30.0,0.265,-0.13,-30.0,-0.115,0.372,-0.295,0.088
0.449,-0.067,-0.209,0.051,0.299,-0.094,0.093,-0.207,0.032,0.2,-30.0,-0.035,0.117,-0.015,-0.214,-0.146,-30.0,-0.007,-0.056,-0.268,-30.0,0.262,-0.091,-0.136,-0.008,0.047,0.063,0.38
0.113,0.026,-0.046,0.081,0.184,-0.028,0.016,-0.037,0.111,0.028,-30.0,0.069,0.061,-0.03,-0.052,0.053,-30.0,-0.101,-0.046,0.02,-30.0,0.07,-0.081,0.036,-0.094,-0.015,0.007,0.195
0.064,-0.106,0.545,-0.101,0.004,0.012,-0.17,0.238,0.107,-0.146,-30.0,-0.09,0.04,0.248,0.234,0.401,-30.0,0.03,0.132,0.395,-30.0,0.124,-0.083,-0.147,-0.205,0.191,0.128,-0.057
0.274,0.037,-0.433,0.141,0.801,0.122,-30.0,-0.035,0.014,0.129,-30.0,0.507,0.085,-0.089,-0.287,-0.107,-30.0,0.094,-0.052,-0.051,-30.0,0.431,-0.302,0.215,0.018,-0.293,0.08,0.204
0.424,-0.102,0.131,0.095,0.554,0.116,0.005,-0.363,0.051,-0.027,-30.0,0.265,0.194,-0.169,-0.088,-0.403,-30.0,0.029,-0.498,-0.319,-30.0,0.433,-0.051,0.136,-0.188,-0.016,-0.087,-0.027
0.085,-0.03,-0.121,0.175,0.245,-0.004,0.074,0.005,0.235,0.063,-30.0,0.118,0.224,-0.017,-0.015,-0.023,-30.0,-0.09,-0.1,0.073,-30.0,0.044,-0.049,0.156,-0.032,0.005,0.015,0.156
-0.035,-0.048,-0.457,0.754,0.768,0.354,-30.0,-30.0,0.256,-0.188,-30.0,0.489,0.36,-0.099,-0.569,-0.059,-30.0,0.139,0.128,0.066,-30.0,0.029,0.144,-0.24,-0.103,-0.49,0.007,-0.082
0.477,-0.278,-0.17,0.142,0.607,0.025,-0.035,-0.149,0.142,-0.22,-30.0,-0.049,0.157,0.028,0.071,-0.117,-30.0,-0.179,-0.208,-0.069,-30.0,0.485,0.075,-0.166,-0.254,0.094,0.015,-0.153
0.326,-0.075,0.033,0.101,0.207,-0.066,0.026,0.352,0.282,-0.05,-30.0,0.062,0.266,-0.125,-0.129,0.209,-30.0,0.086,0.061,0.284,-30.0,0.393,0.017,-0.023,-0.173,-0.11,-0.054,-0.015
0.186,-0.11,-0.09,0.257,0.237,-0.056,-0.048,-0.082,0.194,-0.036,-30.0,0.161,0.116,-0.085,-30.0,-0.043,-30.0,-0.044,-0.095,0.097,-30.0,0.249,-0.059,0.119,-0.167,-0.082,-0.13,0.017
0.1,-0.147,0.077,0.602,0.76,-0.065,-30.0,-30.0,-0.048,0.068,-30.0,0.653,-30.0,-0.002,0.21,-0.192,-30.0,-0.07,0.229,0.396,-30.0,0.152,0.375,0.578,0.261,-1.162,-0.09,0.065
-0.079,-0.095,-0.099,0.187,0.587,0.158,-0.035,-0.076,-0.14,-0.012,-30.0,0.281,0.124,-0.142,-0.131,-0.134,-30.0,0.239,-0.075,-0.133,-30.0,0.591,0.165,-0.177,-0.101,0.034,0.026,0.059
0.15,-0.339,-0.354,-0.166,0.103,0.191,0.105,0.051,0.254,-0.109,-30.0,-0.022,0.201,0.007,0.002,-0.286,-30.0,0.49,-0.295,-0.229,-30.0,0.172,-0.25,-0.239,-0.232,0.085,-0.023,-0.203
0.373,-0.053,-0.081,0.204,0.604,-0.079,-0.011,-0.033,0.072,-0.006,-30.0,0.365,0.083,-0.013,-0.082,-0.008,-30.0,-0.122,-0.205,0.023,-30.0,0.435,-0.136,0.113,-0.194,-0.02,-0.037,0.029
0.297,-30.0,-0.073,0.303,-30.0,-0.075,-0.123,-0.026,-0.036,-0.078,-30.0,0.026,-0.075,-0.028,-0.102,0.041,0.026,-0.096,-30.0,0.007,-0.028,0.387,0.021,-0.048,0.115,-0.115,0.011,-0.023
0.09,0.048,-0.037,0.351,0.224,-0.1,0.089,-0.113,0.066,0.05,-30.0,0.18,0.128,-0.029,0.002,0.021,-30.0,0.011,-0.686,-0.054,-30.0,-0.018,-0.07,0.11,-0.141,0.007,0.016,0.096
0.41,0.045,-0.383,0.128,0.718,0.509,0.052,-1.028,0.217,0.062,-30.0,0.222,0.147,0.091,-0.444,-0.389,-30.0,0.586,-0.355,-0.272,-30.0,0.773,-0.284,-0.277,-0.09,-0.092,0.106,0.247
0.246,-0.075,-0.072,0.198,0.228,0.1,0.179,-0.048,-0.02,0.014,-0.017,0.119,-0.026,0.0,-0.036,0.026,-0.004,-0.061,0.163,0.036,-0.089,0.132,-0.04,0.174,-0.103,-0.025,-0.046,-0.042
0.246,-30.0,-0.021,0.278,-30.0,-0.141,-0.11,-0.15,-0.004,-0.044,-30.0,0.162,-0.019,-0.016,0.074,-0.175,0.283,0.069,-0.09,-0.216,-0.009,0.501,0.171,0.046,0.115,0.098,0.013,0.066
0.088,0.006,-0.034,0.126,0.267,-0.041,0.069,-0.061,0.481,0.056,-30.0,0.111,0.557,0.003,-0.004,-0.005,-30.0,-0.056,-0.161,0.018,-30.0,0.103,-0.243,0.137,-0.1,0.022,-0.007,0.07
0.08,-0.124,-0.025,0.205,0.05,0.117,-0.067,-30.0,-0.088,0.01,0.054,0.187,0.12,-0.082,0.009,-0.04,0.009,0.002,-0.078,0.116,0.064,0.015,-0.029,0.128,-0.189,-0.08,-0.045,0.031
0.214,-0.305,-0.052,0.052,0.425,0.133,-0.145,-0.137,0.134,0.044,-30.0,0.129,0.635,-0.101,0.228,-0.372,-30.0,-0.293,1.216,-0.263,-30.0,0.37,-0.315,-0.269,0.11,-0.013,0.307,0.471
0.268,-0.234,-0.092,0.067,0.626,0.035,-0.02,-0.101,0.078,-0.186,-30.0,0.259,0.165,-0.055,0.071,-0.237,-30.0,0.016,-0.085,-0.203,-30.0,0.2,-0.19,-0.055,0.031,0.07,0.088,-0.072
-0.079,-0.095,-0.098,0.187,0.586,0.158,-0.035,-0.076,-0.14,-0.013,-30.0,0.281,0.124,-0.142,-0.131,-0.134,-30.0,0.239,-0.075,-0.133,-30.0,0.591,0.168,-0.178,-0.101,0.034,0.026,0.058
0.16,0.023,-0.089,0.134,0.156,-0.111,0.101,-0.081,0.108,0.033,-30.0,0.052,0.131,0.056,-0.046,-0.007,-30.0,-0.051,-0.156,-0.021,-30.0,-0.018,-0.058,0.044,-0.142,0.027,0.035,0.056
0.141,-0.082,-0.177,0.278,0.218,-0.078,-0.099,-0.08,0.237,-0.011,-30.0,0.146,0.128,-0.079,0.018,0.101,-30.0,-0.113,0.027,0.068,-30.0,0.069,-0.028,0.175,-0.113,0.048,0.01,-0.016
0.162,-0.024,-0.01,0.071,0.184,-0.051,-0.046,-0.097,0.376,0.037,-30.0,0.195,0.096,0.009,-0.073,0.047,-30.0,-0.058,-0.135,0.013,-30.0,0.177,-0.372,-0.046,-0.132,0.045,-0.044,0.083
0.196,-0.118,-0.146,0.148,0.252,0.129,0.003,-0.213,0.126,-0.065,-30.0,0.131,0.119,0.025,0.153,-0.067,-30.0,0.137,-0.145,0.105,-30.0,0.148,-0.187,0.112,-0.216,0.185,0.141,-0.037
0.13,-0.026,-0.103,0.118,0.186,-0.069,0.008,-0.013,0.117,-0.005,-30.0,0.022,0.087,0.02,-0.042,0.004,-30.0,0.01,-0.06,0.019,-30.0,0.132,-0.022,-0.029,-0.124,-0.148,-0.011,0.126
0.272,-0.285,0.102,0.04,0.341,0.022,-0.098,-0.301,-0.032,0.114,-30.0,0.105,-0.254,-0.059,0.04,-0.262,-30.0,-0.019,-0.082,-0.291,-30.0,0.103,-0.266,-0.072,0.034,-0.171,-0.095,0.169
0.052,0.016,-0.031,0.31,0.015,0.08,0.039,0.004,0.102,0.025,-30.0,0.188,0.031,-0.015,-0.019,0.008,-30.0,-0.084,-0.104,0.022,-30.0,0.067,-0.057,0.005,-0.126,0.017,0.02,0.127
0.334,-0.124,-0.046,0.252,0.448,-30.0,0.171,-0.088,0.175,-30.0,-30.0,0.072,0.192,-0.177,-30.0,0.541,-30.0,0.036,-30.0,-0.057,-30.0,0.396,-0.123,0.105,-0.204,0.099,-0.117,0.035
0.106,-0.086,0.101,0.103,0.185,-0.01,-0.022,-0.061,-0.019,0.141,-30.0,0.054,0.133,-0.072,-0.026,0.124,-30.0,-0.168,-0.157,0.101,-30.0,0.077,0.017,0.087,-0.217,0.065,-0.003,0.067
0.043,-0.034,-0.417,0.235,0.165,0.07,-0.371,0.036,0.053,-0.014,-30.0,0.151,0.09,-0.393,1.809,0.006,-30.0,0.306,0.213,0.036,-30.0,0.086,-0.065,-0.321,-0.14,-0.219,0.048,0.207
0.089,0.37,-0.038,0.043,0.067,0.183,0.067,0.127,0.1,0.267,-30.0,0.329,0.061,-0.506,0.036,0.041,-30.0,-0.053,0.016,0.033,-30.0,0.109,0.303,0.057,0.075,-0.006,0.023,0.494
0.071,-0.007,-0.434,0.136,0.105,0.146,-0.421,0.074,0.027,-0.119,-30.0,0.106,0.128,-0.08,-0.012,0.001,-30.0,0.309,0.012,0.093,-30.0,0.076,-0.018,0.055,-0.126,-0.121,-0.025,0.135
0.278,0.009,-0.18,0.201,0.412,0.027,0.015,-0.04,0.114,0.045,-30.0,0.135,0.18,-0.042,0.029,0.056,-30.0,-0.085,-0.037,0.032,-30.0,0.292,-0.012,0.008,-0.096,-0.089,-0.015,0.051
